NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
LIXIL,JP3626800001,,,,,,45.9,64.02,46.88,74.7,54.24,78.57,80.72,74.07,83.77,78.47,67.92,66.77,67.61,65.73,70.41,74.74,84.27,84.05,84.47,86.61
TOPPAN HOLDINGS,JP3629000005,,,,,,58.29,48.98,53.2,61.05,59.97,27.23,19.67,14.21,20.22,27.27,32.77,52.75,49.05,46.22,36.25,51.88,54.68,43.37,73.29,61.91
TOYOTA MOTOR,JP3633400001,,,,24.17,66.52,90.6,92.03,89.28,89.73,77.91,70.32,47.24,62.76,60.85,54.92,79.53,71.91,76.86,73.08,81.26,72.32,79.42,70.41,68.68,52.74
TOYODA GOSEI,JP3634200004,,,,,,,41.45,50.77,47.28,22.98,19.03,33.8,24.47,25.97,34.76,27.68,24.36,23.56,37.26,50.2,42.23,55.39,56.36,60.02,57.23
TOYOTA INDS.,JP3634600005,,,,,,48.85,26.28,40.89,55.92,58.73,61.48,66.78,51.27,73.91,70.49,61.39,44.8,41.89,42.37,40.47,44.22,38.72,43.63,40.76,47.23
TOYOTA TSUSHO,JP3635000007,,,,,,64.53,76.39,59.89,43.22,40.85,43.7,44.38,29.82,31.49,27.77,36.67,46.58,47.17,43.9,44.92,65.52,61.3,62,74.55,81.25
TOYOTA BOSHOKU,JP3635400009,,,,,,,22.16,23.11,24.49,23.79,21.75,21.35,33.31,25.42,22.88,26.74,32.67,23.67,20.92,33.95,43.76,34.26,35.77,30.14,
TREND MICRO,JP3637300009,,,,,,69.27,62.19,42.24,83.73,75.07,72.84,64.37,72.04,61.65,59.16,69.77,54.94,62.33,50.94,60.45,50.55,47.83,58.83,64.89,
DOWA HDG.,JP3638600001,,,,,,2.34,13.89,20.42,38.38,29.35,30.69,40.37,42.68,40.19,30.15,49.09,38.69,46.96,62.78,68.47,83.56,81.37,65.26,51.43,46.72
NIKON,JP3657400002,,,,,,37.63,29.98,16.61,62.79,45.32,47.51,56.21,39.61,67.8,77.15,69.81,52.07,66.88,59.04,50.57,64.02,66.33,59.91,67.48,58.55
WEST JAPAN RAILWAY,JP3659000008,,,,,,34.83,23.43,15.07,53.52,67.7,58.58,65.55,71.56,76.24,76.84,72.88,72.71,87.41,81.96,76.94,71.44,66.4,67.86,62.22,65.33
SOJITZ,JP3663900003,,,,,,51.43,44.13,51.4,73.11,63.99,65.67,53.42,31.06,29.85,68.08,24.02,37.27,61.61,36.13,45.39,45.37,48.16,76.47,87.92,80.3
NICHIREI,JP3665200006,,,,,,,70.68,71.18,55.49,56.99,51.25,64.79,71.16,63.88,60.36,63.82,48.86,52.95,52.03,60.49,56.1,61.45,59.09,72.85,
JGC HOLDINGS,JP3667600005,,,,,,30.52,25.76,22.89,49.56,51.25,42.81,35.87,50.01,44.24,43.57,39.73,42,48.03,44.67,34.86,54.5,37.41,23.43,40.88,46.3
NISSAN CHEMICAL,JP3670800006,,,,,,25.27,10.62,13.11,9.74,0.5,10.48,0.58,1.29,2.08,10.39,20.68,50.73,53.14,55.81,58.69,61.98,50.5,37.6,48.69,
NISSAN MOTOR,JP3672400003,,,,16.55,20.44,45.82,77.01,86.09,89.34,85.64,94.32,97.85,96.87,95.76,95.77,95.97,92.13,91.07,91.63,82.04,91.84,90.68,92.63,85.93,83.97
NISSIN FOODS HOLDINGS,JP3675600005,,,,,,,21.58,14.59,10.03,11.91,10.18,24.02,49.71,47.22,39.04,56.15,49.96,52.77,65.49,74.49,57.51,56.83,62.97,53.65,
NISSHIN SEIFUN,JP3676800000,,,,,,,70.56,71.97,77.66,76,71.35,64.32,54.69,63.76,43.18,25.27,43.33,22.08,21.43,25.66,47.23,64.48,46.61,74.54,64.98
NISSHINBO HOLDINGS,JP3678000005,,,,,,20.66,11.32,37.42,59.08,45.7,53.56,50.37,53.89,41.14,43.31,56.62,44.99,40.33,47.45,59.18,68.38,68.67,69.04,60.51,73.29
NITTO DENKO,JP3684000007,,,,,,65.32,58.97,47.15,20.89,52.76,38.33,43.98,39.73,57.59,40.16,75.63,68.1,49.48,75.37,72.96,71.77,69.35,72.69,79.71,76.51
NIPPON SHEET GLASS,JP3686800008,,,,,,32.94,24.53,40.9,41.49,65.44,70.1,60.11,74.29,70.77,72.52,71.5,72.19,70.62,67.43,72.02,69.95,77.03,70.49,84.66,68.39
NIPPON EXPRESS HOLDINGS,JP3688370000,,,,,,50.26,62.26,27.63,35.32,43.64,25.87,42.51,64.14,63.28,64,56.88,56.46,50.47,25.86,22.68,35.53,56.59,14.5,26.5,
ORACLE JAPAN,JP3689500001,,,,,,,64.93,67.16,49.95,15.09,26.37,62.31,62.22,71.26,63.46,56.29,66.46,65.57,65.43,64.06,65.2,65.9,64.23,65.72,64.73
NGK INSULATORS,JP3695200000,,,,,,22.11,60.52,51.93,23.25,43.77,29.7,28.92,21.47,17.86,17.85,22.29,73.17,46.17,49.7,38.7,48.2,44.56,59.54,40.83,47.83
AOZORA BANK,JP3711200000,,,,,,,51.27,34.83,34.95,61.49,70.68,83.65,80.01,75.86,78.24,78.8,76.49,78.74,78.78,76.28,77.62,81.11,71.43,68.63,82.46
NIPPON SANSO HOLDINGS,JP3711600001,,,,,,,62.41,68.17,52.82,42.62,36.53,35.49,14.11,33,27.96,40.83,42.33,47.42,48.3,33.25,37.12,36.42,46.27,40.41,61.94
NISSUI,JP3718800000,,,,,,,,,,,,,,,,,,,,,,22.71,30.5,24.57,31.48
NSK,JP3720800006,,,,,,71.87,66.66,77.05,73.43,65.29,63.5,61.35,56.08,41.96,40.88,46.43,63.33,67.46,64.28,68.6,75.34,65.22,65.43,72.02,68.53
JAPAN STEEL WORKS,JP3721400004,,,,,,15.62,16.35,15.15,36.11,14.55,12.74,31.44,9.54,17.14,21.31,19.82,30.83,41.76,23.53,30.91,27.5,31.69,31.39,30.72,30.81
JAPAN TOBACCO,JP3726800000,,,,53.21,68.82,80.24,28.29,58.12,56.01,69.12,79.43,88.74,85.97,74.69,83,88.44,87.98,81.07,80.49,74.11,79.1,73.83,70.09,47.87,60.64
SBI SHINSEI BANKLIMITED DEAD - DELIST.28/09/23,JP3729000004,,,,,,68.14,78.83,76.04,75.82,83.96,81.6,79.28,72.1,70.92,81.2,79.55,81.69,73.23,77.41,68.42,76.96,75.56,80.23,77.4,51.44
NIPPON TELEVISION HDG.,JP3732200005,,,,,,,,,,,59.72,78.33,75.85,55.44,64.67,74.81,79.66,66.25,59.25,65.05,58.72,52.61,48.01,54.51,33.49
NEC,JP3733000008,,,,,,69.38,80.51,69.5,75.2,79.16,88.03,60.55,66.43,81.82,84.82,76.49,81.13,83.52,81.39,76.75,81.42,86.64,75.18,76.48,75.5
NIPPON ELEC.GLASS,JP3733400000,,,,,,60.15,54.34,68.98,28.62,70.24,51.9,29.2,22.64,21.7,16.55,30.23,53.01,56.12,51.87,53.67,61.66,65.26,48.44,34.85,28.77
NIDEC,JP3734800000,,,,,,80.51,81.7,83.46,62.61,46.89,78.05,74.28,84.01,69.09,76.93,59.78,53.92,43.54,37.89,34.34,50.18,53.42,33.44,51.92,50.61
NIPPON TELG. & TEL.,JP3735400008,,,,46.67,48.78,88.85,91,92.6,90.04,84,75.59,83.27,73.64,74.55,62.25,65.67,62.04,44.52,48.34,42.35,47.61,47.34,55.69,56.14,59.65
NITERRA,JP3738600000,,,,,,,22.69,14.68,19.85,15.79,14.23,20.22,14.32,20.81,37.88,52.35,56.17,60.19,61.34,28.91,34.18,16.05,52.96,68.07,59.47
NHK SPRING,JP3742600004,,,,,,,14.43,18.34,22.58,16.91,16.55,17.33,17.61,20.84,26.45,28.22,24.85,25.35,36.7,31.88,34.02,35.02,31.32,52.7,
NH FOODS,JP3743000006,,,,,,,43.34,59.62,52.95,43.61,37.17,70.89,52.56,55.91,61.5,51.4,62.76,57.6,53.67,50.48,57.52,54.83,46.57,59.58,51.09
NIPPON YUSEN KK,JP3753000003,,,,,,20.1,22.17,41.5,25.56,48.9,54.47,57.76,69.94,65.7,67.44,68.03,63,69.94,70.03,86.17,86.86,89.51,88.09,71.45,76.49
NITORI HOLDINGS,JP3756100008,,,,,,,45.05,44.58,40.79,15.42,9.17,10.47,7.74,5.45,12.35,25.34,29.14,33.78,35.81,65.27,58.54,55.67,49.08,65.76,58.01
NINTENDO,JP3756600007,,,,,,29.1,41.77,25.13,52.82,75.38,58.89,74.83,81.27,80.85,78.68,83.42,70.97,69.71,67.47,66.3,63.47,68.35,71.51,78.44,74.98
NOMURA HDG.,JP3762600009,,,,72.74,60.56,84.91,95.07,92.51,88.35,93.41,90.56,78.97,83.11,86.68,91.5,90.16,91.4,95.94,94.53,93.63,91.82,93.07,88.7,88.14,85.35
NOMURA RESEARCH INST.,JP3762800005,,,,,,,65.07,58.58,60.83,58.84,69.99,58.14,63.71,62.79,63.53,73.81,75.65,74.43,71.76,73.47,66.06,47.38,50.95,59.41,51.74
HOUSE SHOKUHIN GP.HONSHA K K,JP3765400001,,,,,,,42.83,14.56,18.35,15.18,21.98,53.85,35.87,26.25,16.65,18.3,23.14,10.83,11.95,23.28,19.05,12.92,6.91,49.32,44.92
HAKUHODO DY HDG.,JP3766550002,,,,,,,28.27,23.8,15.02,50.87,39.6,49,55.95,51.49,46.48,61.22,45.94,50.83,45.43,41.19,51.92,54.93,57.09,65.23,
HASEKO,JP3768600003,,,,,,,32.37,36.41,31.08,33.52,29.32,11.38,9.56,18.32,6.09,8.78,7.38,5.14,16.31,36.17,31.2,28.71,29.77,34.05,40.23
HACHIJUNI BANK,JP3769000005,,,,,,,31.39,46.56,31.18,39.13,34.32,15.95,46.23,47.68,28.24,32.04,52.42,28.35,57.05,50.84,44.46,44.11,30,12.49,10.54
HAMAMATSU PHOTONICS,JP3771800004,,,,,,,,,,,,50.94,43.77,40.59,40.84,50.21,38.98,43.47,37.37,48.72,46.58,52.52,49.68,61.14,45.26
HANKYU HANSHIN HDG.,JP3774200004,,,,,,54.19,19.46,8.15,8.03,13.73,22.31,65.83,57.78,43.37,46.77,52.15,40.73,47.56,50.08,31.84,24.81,23.77,31.22,33.96,56.19
BANDAI NAMCO HDG.,JP3778630008,,,,,,,,54.95,32.04,41.61,19.53,17.08,33.18,35.4,42.65,47.35,29.62,22.14,83.52,72.81,68.18,70.27,72.25,74.5,58.08
PARK24,JP3780100008,,,,,,18.65,51.17,52.65,37.61,36.29,35.68,66.18,70.51,61.23,71.89,63.71,75,73.68,74.75,76.91,81.41,85.29,85.05,78.45,78.63
HIKARI TSUSHIN,JP3783420007,,,,,,,68.82,67.7,43.96,32.05,47.53,13.62,11.87,13.83,12.92,11.53,9.39,6.46,4.93,18.22,10.06,12.46,20.93,37.36,55.04
EAST JAPAN RAILWAY,JP3783600004,,,,,,,90.24,72.05,36.1,51.34,39.37,49.91,38.58,31.82,35.84,57.55,50.08,46.69,52.13,48.36,52.62,52.54,46.16,48.62,40.4
HITACHI METALS DEAD - DELIST.29/12/22,JP3786200000,,,,,,,63.78,66.68,71.25,65.05,71.52,75.86,70.31,73.21,62.59,70.77,65.89,51.54,54.24,56.05,52.46,55.57,19.59,,
HITACHI CON.MCH.,JP3787000003,,,,,,,40.81,62.81,40.96,49.3,30.38,36.59,29.23,44.66,43.42,39.25,44.09,51.79,43.09,29.62,32.39,18.9,39.38,37.47,
HITACHI,JP3788600009,,,,,,,84.36,90.97,90.85,89.51,90.28,86.75,90.4,90.5,88.54,89.72,83.14,88.39,88.52,82.78,81.43,83.06,73.37,74.66,69.9
KANADEVIA,JP3789000001,,,,,,,,,,,,,,,,,,,,,,,,28.82,25.35
HINO MOTORS,JP3792600003,,,,,,34.4,45.43,41.93,30.29,27.9,47.22,46.04,39.68,33.59,42.3,31.12,46.8,55.57,40.8,39.76,63.62,68.77,64.95,,
HIROGIN HOLDINGS,JP3796150005,,,,,,,65.18,57.35,49.52,45.88,35.93,38.71,27.23,32.59,32.18,20.94,24.73,22.08,18.88,19.54,13.96,15.04,31.67,35.67,57.23
HIROSE ELECTRIC,JP3799000009,,,,,,57.92,64,50.81,51.79,34.4,22.59,44.07,36.63,29.21,44.83,31.5,28.33,21.92,21.44,16.6,15.58,16.04,26.32,29.5,25.15
FAST RETAILING,JP3802300008,,,,,,38.81,59,43.12,61.85,72.08,62.34,66.02,58.55,58.58,60.6,56.61,67.55,42.85,57.36,60.2,83.87,75.13,84.21,85.58,75.58
FANUC,JP3802400006,,,,,,43.28,37.1,12.55,51.42,60.01,44.9,25.5,26.8,24.32,7.23,7.07,27.8,31.12,14.36,26.88,25.63,32.65,42.12,49.62,45.16
FUJIKURA,JP3811000003,,,,,,53.17,62.36,62.98,68.2,57.42,51.5,55.95,54.64,55.5,57.38,55.15,61.04,62.91,67.6,58.04,52.23,65.1,59.2,62.28,63.52
FUJIFILM HOLDINGS,JP3814000000,,,,41.07,37.4,33.38,55.32,70.04,66.51,72.31,65.99,59.83,69.34,68.49,51.05,43.4,56.06,46.18,47.31,66.16,55.21,50.36,91.52,83.47,76.94
SUBARU,JP3814800003,,,,,,28.36,25.57,26.79,72.1,77.49,69.74,53.62,34.28,40.17,43.17,35.34,29.89,50.36,48.29,42.85,28.04,25.39,24.86,47.91,75.54
FUJITSU,JP3818000006,,,,,,,85.87,53.8,86.82,84.47,89.92,63.7,76.09,75.44,62.99,56.57,63.97,76.77,79.84,76.1,77.66,70.79,73.06,77.55,76.74
FUJI MEDIA HOLDINGS,JP3819400007,,,,,,,19.29,14.82,12.72,58.82,51.46,49.76,36.49,37.39,35.84,45.56,38.46,31.74,28.79,18.41,12.59,9.93,7.05,6.85,5.67
FUJI ELECTRIC,JP3820000002,,,,,,49.96,71.44,49.48,87.17,75.15,60.36,74.38,85.55,78.39,79.71,79.35,57.4,54.49,60.29,55.98,52.96,59.32,51.63,35.92,18.48
FURUKAWA,JP3826800009,,,,,,,,,,,,,,,,,,,,,,35.34,42.03,75.73,
FURUKAWA ELECTRIC,JP3827200001,,,,,,58.3,69.12,61.88,61.53,64.56,64.18,51.46,53.04,60.28,65.09,72.53,66.14,74.2,68.91,61.72,56.36,67.06,67.13,70.65,55.86
BROTHER INDUSTRIES,JP3830000000,,,,,,,40.72,28.11,54.92,53.59,43.39,35.12,68.55,80.12,75.09,75.75,84.41,81.79,83.36,80.39,82.9,88.44,95.3,91.33,85.57
BRIDGESTONE,JP3830800003,,,,,,,33.78,18.86,8.46,10.16,23.54,65.5,93.28,84.51,83.07,79.19,81.27,84.14,86.8,84.84,85.04,81.33,84.11,81.99,92.83
BENESSE HOLDINGS DEAD - DELIST.17/05/24,JP3835620000,,,,,,,67.32,71.15,79.79,78.04,91.54,95.49,93.12,93.08,94.51,82.39,83.4,73.76,71.11,68.09,64.98,79.65,79.1,73.63,65.15
HOYA,JP3837800006,,,,,,,67.32,74.92,68.34,68.02,70.55,72.17,84.73,81.74,75.11,76.78,80.62,75.55,80.07,81.31,80.32,80.64,79.84,77.49,76.35
HOKUETSU,JP3841800000,,,,,,,,,,,,,,,,,,,,,,,,16.77,18.52
HOKUHOKU FINL. GP.,JP3842400008,,,,,,50.77,35.32,40.53,17.75,28.67,30.18,33.44,52.04,60.09,57.65,57.14,43.75,49.06,59.13,44.85,37.35,28.5,24.23,25.12,56.51
HOKURIKU ELEC.POWER,JP3845400005,,,,,,,53.28,60.86,20.72,22.27,9.89,9.77,11.41,13.4,13.39,9.15,6.61,6.44,5.16,7.51,15.88,15.94,17.66,10.49,9.24
HOKKAIDO ELEC.POWER,JP3850200001,,,,,,40.2,18.88,39.89,25.22,25.84,49.35,13.68,10.86,7.92,19.26,9.87,12.57,10.01,6.88,12.58,14.05,15.43,22.49,23.44,21.81
HONDA MOTOR,JP3854600008,,,,70.36,79.78,85.72,93.34,85.86,85.45,88.33,88.99,87.4,79.7,82.59,78.35,78.87,79.67,71.92,61.13,70.54,71.55,80.81,55.46,64.84,59.02
MAKITA,JP3862400003,,,,,,77.22,75.64,72.15,74.01,62.95,52.29,73.03,71.91,66.31,66.94,69.83,65.53,46.39,47.55,42.51,31.82,19.82,27.54,30.13,51.54
MATSUI SECURITIES,JP3863800003,,,,,,,54.95,48.73,25.08,26.29,13.88,18.41,17.11,22.89,28.37,25.54,76,72.33,66.81,53.32,48.66,63.31,51.22,57.81,61.58
PANASONIC HOLDINGS,JP3866800000,,,,77.98,78.56,84.43,83.27,89.54,85.19,90.65,91.56,80.64,89.3,84.06,81.77,72.91,57.53,69.58,66.83,56.82,45.81,53.37,46.64,24.94,62.03
MAZDA MOTOR,JP3868400007,,,,,,59.32,59.08,36.34,67.23,28.27,23.92,71.14,42.26,33.34,22.03,28.85,21.14,26.41,20.34,63.53,52.1,37.53,30.98,29.92,51.35
MATSUKIYOKARA,JP3869010003,,,,,,,,,,16.97,63.5,15.24,11.65,13.66,13.89,14.59,27.02,28.64,22.68,19.87,18.94,18.39,45.23,64.4,47.66
MABUCHI MOTOR,JP3870000001,,,,,,72.82,36.81,36.38,52.85,59.33,78.72,64.56,59.64,61.52,52.45,44.94,65.72,60.11,58.56,50.14,53.43,61.24,57.27,37.36,
MARUI GROUP,JP3870400003,,,,,,,44.85,56.57,39.98,17.66,60.88,37.8,38.36,36.96,51.77,40.68,57.76,57.67,69.33,71.22,66.64,61.33,71.28,66.88,82.23
MARUBENI,JP3877600001,,,,26.79,22.33,41.35,57.56,46.46,76.47,61.61,54.16,37.97,61.06,51.91,47.42,55.41,27.99,34.74,48.82,47.11,54.04,45.71,34.32,51.06,79.07
MISUMI GROUP,JP3885400006,,,,,,,,,,,,,,,,,,59.9,55.17,56.11,55.66,45.74,33.53,30.21,32.15
MIZUHO FINL.GP.,JP3885780001,,,,,43.11,66.67,43.21,86.37,95.65,92.72,93.24,86.66,79.11,89.78,73.62,83.16,84.3,84.72,88.5,87.24,80.53,84.36,92.19,82.89,84.78
MITSUI CHEMICALS,JP3888300005,,,,,,46.32,75.55,76.41,71.83,71.04,64.36,50.81,60.79,88.08,85.97,91.28,82.89,67.13,61.55,61.83,67.73,70.77,51.71,36.02,47.44
MITSUI MNG.& SMELT.,JP3888400003,,,,,,25.95,22.36,20.89,22.34,22.01,30.36,29.09,26.45,30.18,37.13,38.8,26.28,27.14,62.78,44.63,43.38,33.52,36.41,54.79,31.66
MS&AD INSURANCE GP.HDG.,JP3890310000,,,,,,63.43,75.24,70.78,51.32,69.14,74.09,63.1,49.7,41.06,48.9,57.64,54.18,47.14,58.71,64.11,56.14,58.04,47.32,55.79,68.5
SUMITOMO MITSUI FINL.GP.,JP3890350006,,,,,52,71.95,29.36,56.06,59.87,68.78,73.04,54.68,68.4,50.41,49.58,38.55,58.16,94.12,89.37,93.31,89.75,97.31,96.71,94.94,91.64
MITSUI E&S,JP3891600003,,,,,,40.95,54.38,50.48,67.29,64.89,61.02,58.63,18.83,19.69,18.72,17.06,11.16,6,11.86,11.6,13.42,7.63,9.75,20.88,32.59
SUMITOMO MITSUI TRUST GROUP,JP3892100003,,,,,,18.86,14.78,21.93,29.02,52.7,45.04,36.75,25.69,30.96,36.86,37.45,43.38,45.01,35.17,55.32,53.13,48.62,45.26,59.25,
MITSUI FUDOSAN,JP3893200000,,,,27.74,30.33,61.5,60.87,56.94,47.98,51.23,70.74,55.39,76.87,49.45,52,54.78,52.91,40.51,36.02,39.73,33.3,29.46,45.82,39.08,28.67
MITSUI,JP3893600001,,,,68.69,81.48,78.15,90.03,91.31,92.94,95.78,92.7,90.17,90.71,93.79,87.45,81.53,75.45,70.03,56.63,64,59.2,50.66,38.78,50.77,42.77
ISETAN MITSUKOSHI HDG.,JP3894900004,,,,,,,,,,,74,49.79,38.35,16.74,18.98,31.34,48.46,61.92,56.87,60.71,74.99,69.82,63.1,70.33,
MITSUBISHI GAS CHM.,JP3896800004,,,,,,49.91,29.64,39.1,77.82,64.69,43.2,57.96,56.77,61.36,56.47,72.07,66,48.83,48.24,48.4,32.15,26.78,34.41,37.07,36.12
MITSUBISHI,JP3898400001,,,,45.6,32.96,53.85,79.61,47.6,69.78,42.74,79.42,75.65,74.96,78.4,82.28,80.18,73.9,79.2,84.75,78.67,79.36,85.53,85.59,65.33,79.15
MITSUBISHI ESTATE,JP3899600005,,,,,,,66.37,68.73,35.53,38.09,36.53,66.06,74.99,63.75,61.57,55.78,59.67,71.66,72.46,66.63,75.39,79.24,84.98,65.82,60.01
MITSUBISHI MOTORS,JP3899800001,,,,,,28.54,26.37,15.5,55.7,47.5,46.08,52.42,47.86,57.74,62.78,55.39,57.76,55.29,56.16,74.89,76.74,54.79,59.92,78.93,71.71
MITSUBISHI HEAVY INDS.,JP3900000005,,,,,,39.28,28.24,49.12,33.86,49.46,39.37,23.04,30.99,28.2,32.65,27.83,35.16,82.23,80.23,72.1,59.39,60.74,61.52,64.31,76.47
MITSUBISHI LOGISTICS,JP3902000003,,,,,,62.34,56.83,18.65,45.81,32.9,16.1,24.5,8.59,9.24,9.33,19.85,20.58,13.17,10.43,10.86,11.76,20.25,17.79,27.38,25.87
MITSUBISHI ELECTRIC,JP3902400005,,,,27.86,47.89,33.17,73.38,83.78,52.01,51.78,47.82,58.41,76.54,73.25,58.79,50.21,49.95,66.88,73.62,75.13,70.21,70.53,61.45,43.02,61.72
MITSUBISHI UFJ FINL.GP.,JP3902900004,,,,84.4,83.22,73.9,78.78,95.55,90.15,95.69,90.14,88.29,88.73,84.6,87.79,90.96,89.54,91.2,89.37,82.59,82.38,83.53,82.29,72.42,74.5
MITSUBISHI MATERIALS,JP3903000002,,,,,,48.18,33.47,31.19,62.44,49.85,72.25,57.44,73.32,73.15,70.2,69.86,59.04,51.17,56.6,65.1,57.97,51.57,66.87,62.13,76.96
MINEBEA MITSUMI,JP3906000009,,,,,,67.47,70.68,82.3,65.16,81.21,79.92,56.03,82.46,70.76,72.66,66.01,68.4,46.59,56.27,39.65,64.48,68.85,82.17,74.95,82.29
TOKIO MARINE HOLDINGS,JP3910660004,,,,,,,89.17,94.88,86.16,80.41,77.47,84.4,86.24,76.02,79.55,79.64,59.7,40.38,42.16,57.83,55.74,43.76,49.66,44.96,63.37
MURATA MANUFACTURING,JP3914400001,,,,,,17.57,84.05,75.61,82.15,83.03,79.4,70.27,75.9,69.74,68.09,62.17,57.16,63.29,44.52,35.35,49.53,56.44,79.11,70.81,69.74
YAKULT HONSHA,JP3931600005,,,,,,,13.97,16.24,12.83,11.47,7.23,18.08,42.51,52.6,41.63,51.33,55.63,44.64,46.43,32.36,27.46,25.65,24.57,28.38,21.86
LY,JP3933800009,,,,,,5.81,24.97,62.67,66.59,63,35.14,56.37,69.6,59.83,61.04,61.7,68.66,78.77,72.2,68.12,60.59,66.5,66.39,59.75,
YAMAZAKI BAKING,JP3935600001,,,,,,4.16,2.08,6.27,8.04,14.95,5.29,3.48,9.27,5.3,5.23,4.4,3.06,1.91,6.65,4.73,3.69,2.84,4.71,3.48,
YAMADA HOLDINGS,JP3939000000,,,,,,48.05,53.43,34.4,53.04,44.42,37.59,39.39,46.14,43.06,36.45,39.03,58.05,52.73,36.34,28.84,25.85,24.86,33.84,40.06,66.66
YAMATO HDG.,JP3940000007,,,,,,51.08,52.59,54.85,48.5,63.22,51.75,52.36,48.83,39.83,51.42,55.91,64.08,55.67,57.57,57.85,61.44,71.89,82.85,77.32,78.51
YAMATO KOGYO,JP3940400009,,,,,,,8.53,17.86,14.67,14.93,13.23,11.81,19.15,7.8,12.7,15.93,36.25,26.73,9.33,20.13,7.89,8.6,5.66,,
ASTELLAS PHARMA,JP3942400007,,,,24.17,17.82,19.48,73.34,62.95,69.77,83.32,73.67,69.92,83.82,84.34,92.41,92.71,89.74,88.91,90.49,86.44,85.41,86.66,85.08,79.74,89.85
YAMAHA,JP3942600002,,,,,,19.62,59.65,59.73,60.19,59.48,59.49,58.14,48.83,91.34,85.86,74.87,69.49,79.16,17.61,85.69,90.66,88.89,82.36,80.39,81.45
YAMAHA MOTOR,JP3942800008,,,,,,28.93,48.34,85.54,87.72,85.48,91.18,77.35,78.46,81.92,68.23,46.81,60.94,46.28,44.33,44.24,34.75,34.37,33.35,62.84,
USS,JP3944130008,,,,,,,61.34,54.36,55.66,62.3,56.63,72.55,74.12,60.74,59.62,56.19,53.36,59.75,52.26,42.45,62.27,58.11,47.36,47.69,54.08
UNI CHARM,JP3951600000,,,,,,,58.25,46.21,36,63,56.98,75.24,46.79,67.49,69.34,88.27,84.14,89.32,87.09,87.97,87.33,90.36,89.41,85.62,87.5
YOKOGAWA ELECTRIC,JP3955000009,,,,,,46.35,29.68,43.78,72.67,79.69,70.58,77.51,79.52,86.33,84.36,82.39,75.75,79.44,66.32,71.81,49.93,65.6,65.44,76.03,64.64
RAKUTEN GROUP,JP3967200001,,,,,,70.39,32.17,70.81,69.18,61.98,50.5,45.68,54.22,43.12,44.96,34.08,71.24,67.57,72.81,64.21,53.65,53.24,58.61,42.55,28.66
RICOH,JP3973400009,,,,,,62.43,94.98,52.62,90,90.86,73.98,72.72,73.6,75.44,59.73,59.21,39.03,78.29,69.91,77.66,89.08,81.11,77.03,68.76,81.7
RINNAI,JP3977400005,,,,,,,17.26,48.21,22.78,1.66,12.33,26.12,52.45,48.53,50.3,47.94,52.73,34.08,28.54,27.65,46.42,37.28,46.82,59.27,46.17
LAWSON DEAD - DELIST.24/07/24,JP3982100004,,,,,,,61.69,70.52,60.11,60.67,72.41,83.89,79.84,74.75,78.46,75.6,70.65,61.73,57.1,44.22,63.49,59.04,62.71,57.89,64.28
ROHM,JP3982800009,,,,,,,14.7,15.98,45.79,52.71,56.2,77.42,62.03,56.35,67.03,73.82,91.79,83.26,82.61,76.91,80.14,86.2,80.34,79.24,75.58
WACOAL HDG.,JP3992400006,,,,,,,95.19,89.18,86.85,84.16,81.7,70.24,63.52,70.27,60.72,71.14,53.7,58.04,67.51,68.71,53.95,46.61,58.14,50,48.36
YUHAN,KR7000100008,,,,,,,,,,,9.17,24.63,15.38,22.14,31.77,33.75,45.37,29.53,24.1,35.88,46.39,31.62,24.87,34.33,
CJ LOGISTICS,KR7000120006,,,,,,,,,,,,,,,,,35.18,41.18,43.64,43.76,64.7,38.9,43.53,30.6,48.02
DOOSAN FUEL CELL,KR7000150003,,,,,,,,,,,,41.76,57.13,46.28,49.08,51.79,64.2,64.62,77.37,53.95,77.17,58.59,55.54,46.31,
DL,KR7000210005,,,,,,,,,,,,38.89,34.28,58.32,48.87,52.97,61.07,59.97,43.46,47.52,62.58,78.27,77.8,82.99,
HANKOOK & COMPANY,KR7000240002,,,,,,,,,,,,47.55,53.78,57.78,73.13,78.75,79.99,72.97,60.87,50.01,65.18,49.65,53.71,45.36,
KIA CORPORATION,KR7000270009,,,,,,,,,,,32.56,63.97,50.71,59.64,62.79,41.72,66.63,64.86,65.39,60.97,60.92,39.25,58.38,65.66,68.72
SK HYNIX,KR7000660001,,,,,,,,,,25.43,61.71,49.36,59.77,82.19,64.24,70.9,66.37,68.59,76.77,84.57,85.59,93.44,95.58,95.13,
HYUNDAI ENGR.& CON.,KR7000720003,,,,,,,,,,5.9,37.88,40.49,59.82,56.81,58.92,75.8,62.06,61.03,75.1,64.71,78.22,69.56,48.71,52.14,
SAMSUNG FIRE & MAR.IN.,KR7000810002,,,,,,,,,,21.15,21.71,67.52,72.75,76.12,72.4,80.89,83.61,78.85,80.15,82.7,62.62,77.34,64.62,60,67.78
HANWHA,KR7000880005,,,,,,,,,,,,37.1,38.45,51.82,48.96,42.29,64.82,54.61,54.89,62.54,70.92,58.89,69.33,62.42,65.87
CJ,KR7001040005,,,,,,,,,,,,,36.76,31.65,43.7,36.25,18.1,16.14,57.06,24.83,30.44,71.58,57.56,68.04,
